"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Tennessee"	"47"	"Parkinson disease"	"G20"	1006	6886834	14.6
	"Tennessee"	"47"	"Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski]"	"G23.1"	31	6886834	0.5
	"Tennessee"	"47"	"Alzheimer disease with early onset"	"G30.0"	19	6886834	Unreliable
	"Tennessee"	"47"	"Alzheimer disease with late onset"	"G30.1"	319	6886834	4.6
	"Tennessee"	"47"	"Alzheimer disease, unspecified"	"G30.9"	3269	6886834	47.5
	"Tennessee"	"47"	"Circumscribed brain atrophy"	"G31.0"	60	6886834	0.9
	"Tennessee"	"47"	"Senile degeneration of brain, not elsewhere classified"	"G31.1"	1413	6886834	20.5
	"Tennessee"	"47"	"Other specified degenerative diseases of nervous system"	"G31.8"	165	6886834	2.4
	"Tennessee"	"47"	"Degenerative disease of nervous system, unspecified"	"G31.9"	72	6886834	1.0
	"Tennessee"	"47"	"Multiple sclerosis"	"G35"	101	6886834	1.5
	"Tennessee"	"47"	"Epilepsy, unspecified"	"G40.9"	49	6886834	0.7
	"Tennessee"	"47"	"Status epilepticus, unspecified"	"G41.9"	36	6886834	0.5
	"Tennessee"	"47"	"Sleep apnoea"	"G47.3"	23	6886834	0.3
	"Tennessee"	"47"	"Myasthenia gravis"	"G70.0"	24	6886834	0.3
	"Tennessee"	"47"	"Muscular dystrophy"	"G71.0"	19	6886834	Unreliable
	"Tennessee"	"47"	"Infantile cerebral palsy, unspecified"	"G80.9"	54	6886834	0.8
	"Tennessee"	"47"	"Paraplegia, unspecified"	"G82.2"	12	6886834	Unreliable
	"Tennessee"	"47"	"Tetraplegia, unspecified"	"G82.5"	12	6886834	Unreliable
	"Tennessee"	"47"	"Hydrocephalus, unspecified"	"G91.9"	11	6886834	Unreliable
	"Tennessee"	"47"	"Toxic encephalopathy"	"G92"	14	6886834	Unreliable
	"Tennessee"	"47"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	195	6886834	2.8
	"Tennessee"	"47"	"Encephalopathy, unspecified"	"G93.4"	96	6886834	1.4
	"Tennessee"	"47"	"Cerebral oedema"	"G93.6"	15	6886834	Unreliable
	"Tennessee"	"47"	"Disorder of brain, unspecified"	"G93.9"	21	6886834	0.3
	"Tennessee"	"47"	"Mitral stenosis"	"I05.0"	12	6886834	Unreliable
	"Tennessee"	"47"	"Mitral valve disease, unspecified"	"I05.9"	30	6886834	0.4
	"Tennessee"	"47"	"Rheumatic heart disease, unspecified"	"I09.9"	10	6886834	Unreliable
	"Tennessee"	"47"	"Essential (primary) hypertension"	"I10"	532	6886834	7.7
	"Tennessee"	"47"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	1011	6886834	14.7
	"Tennessee"	"47"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	1228	6886834	17.8
	"Tennessee"	"47"	"Hypertensive renal disease with renal failure"	"I12.0"	433	6886834	6.3
	"Tennessee"	"47"	"Hypertensive renal disease without renal failure"	"I12.9"	62	6886834	0.9
	"Tennessee"	"47"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	47	6886834	0.7
	"Tennessee"	"47"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	163	6886834	2.4
	"Tennessee"	"47"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	321	6886834	4.7
	"Tennessee"	"47"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	88	6886834	1.3
	"Tennessee"	"47"	"Acute subendocardial myocardial infarction"	"I21.4"	202	6886834	2.9
	"Tennessee"	"47"	"Acute myocardial infarction, unspecified"	"I21.9"	3477	6886834	50.5
	"Tennessee"	"47"	"Acute ischaemic heart disease, unspecified"	"I24.9"	65	6886834	0.9
	"Tennessee"	"47"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	2155	6886834	31.3
	"Tennessee"	"47"	"Atherosclerotic heart disease"	"I25.1"	4205	6886834	61.1
	"Tennessee"	"47"	"Ischaemic cardiomyopathy"	"I25.5"	188	6886834	2.7
	"Tennessee"	"47"	"Other forms of chronic ischaemic heart disease"	"I25.8"	26	6886834	0.4
	"Tennessee"	"47"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	268	6886834	3.9
	"Tennessee"	"47"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	269	6886834	3.9
	"Tennessee"	"47"	"Other secondary pulmonary hypertension"	"I27.2"	145	6886834	2.1
	"Tennessee"	"47"	"Pulmonary heart disease, unspecified"	"I27.9"	18	6886834	Unreliable
	"Tennessee"	"47"	"Acute and subacute infective endocarditis"	"I33.0"	54	6886834	0.8
	"Tennessee"	"47"	"Mitral (valve) insufficiency"	"I34.0"	49	6886834	0.7
	"Tennessee"	"47"	"Aortic (valve) stenosis"	"I35.0"	238	6886834	3.5
	"Tennessee"	"47"	"Aortic (valve) insufficiency"	"I35.1"	12	6886834	Unreliable
	"Tennessee"	"47"	"Other aortic valve disorders"	"I35.8"	16	6886834	Unreliable
	"Tennessee"	"47"	"Aortic valve disorder, unspecified"	"I35.9"	23	6886834	0.3
	"Tennessee"	"47"	"Endocarditis, valve unspecified"	"I38"	128	6886834	1.9
	"Tennessee"	"47"	"Dilated cardiomyopathy"	"I42.0"	72	6886834	1.0
	"Tennessee"	"47"	"Other hypertrophic cardiomyopathy"	"I42.2"	17	6886834	Unreliable
	"Tennessee"	"47"	"Alcoholic cardiomyopathy"	"I42.6"	25	6886834	0.4
	"Tennessee"	"47"	"Cardiomyopathy, unspecified"	"I42.9"	219	6886834	3.2
	"Tennessee"	"47"	"Atrioventricular block, complete"	"I44.2"	13	6886834	Unreliable
	"Tennessee"	"47"	"Other specified conduction disorders"	"I45.8"	46	6886834	0.7
	"Tennessee"	"47"	"Sudden cardiac death, so described"	"I46.1"	58	6886834	0.8
	"Tennessee"	"47"	"Cardiac arrest, unspecified"	"I46.9"	417	6886834	6.1
	"Tennessee"	"47"	"Ventricular tachycardia"	"I47.2"	19	6886834	Unreliable
	"Tennessee"	"47"	"Atrial fibrillation and flutter"	"I48"	491	6886834	7.1
	"Tennessee"	"47"	"Ventricular fibrillation and flutter"	"I49.0"	43	6886834	0.6
	"Tennessee"	"47"	"Sick sinus syndrome"	"I49.5"	12	6886834	Unreliable
	"Tennessee"	"47"	"Cardiac arrhythmia, unspecified"	"I49.9"	120	6886834	1.7
	"Tennessee"	"47"	"Congestive heart failure"	"I50.0"	1054	6886834	15.3
	"Tennessee"	"47"	"Heart failure, unspecified"	"I50.9"	408	6886834	5.9
	"Tennessee"	"47"	"Myocarditis, unspecified"	"I51.4"	12	6886834	Unreliable
	"Tennessee"	"47"	"Cardiovascular disease, unspecified"	"I51.6"	146	6886834	2.1
	"Tennessee"	"47"	"Cardiomegaly"	"I51.7"	42	6886834	0.6
	"Tennessee"	"47"	"Other ill-defined heart diseases"	"I51.8"	24	6886834	0.3
	"Tennessee"	"47"	"Heart disease, unspecified"	"I51.9"	103	6886834	1.5
	"Tennessee"	"47"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	139	6886834	2.0
	"Tennessee"	"47"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	10	6886834	Unreliable
	"Tennessee"	"47"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	10	6886834	Unreliable
	"Tennessee"	"47"	"Intracerebral haemorrhage in brain stem"	"I61.3"	16	6886834	Unreliable
	"Tennessee"	"47"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	14	6886834	Unreliable
	"Tennessee"	"47"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	27	6886834	0.4
	"Tennessee"	"47"	"Intracerebral haemorrhage, unspecified"	"I61.9"	318	6886834	4.6
	"Tennessee"	"47"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	88	6886834	1.3
	"Tennessee"	"47"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	220	6886834	3.2
	"Tennessee"	"47"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	12	6886834	Unreliable
	"Tennessee"	"47"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	52	6886834	0.8
	"Tennessee"	"47"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	18	6886834	Unreliable
	"Tennessee"	"47"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	55	6886834	0.8
	"Tennessee"	"47"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	23	6886834	0.3
	"Tennessee"	"47"	"Cerebral infarction, unspecified"	"I63.9"	369	6886834	5.4
	"Tennessee"	"47"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1516	6886834	22.0
	"Tennessee"	"47"	"Cerebral aneurysm, nonruptured"	"I67.1"	13	6886834	Unreliable
	"Tennessee"	"47"	"Cerebral atherosclerosis"	"I67.2"	123	6886834	1.8
	"Tennessee"	"47"	"Other specified cerebrovascular diseases"	"I67.8"	38	6886834	0.6
	"Tennessee"	"47"	"Cerebrovascular disease, unspecified"	"I67.9"	202	6886834	2.9
	"Tennessee"	"47"	"Sequelae of cerebral infarction"	"I69.3"	25	6886834	0.4
	"Tennessee"	"47"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	216	6886834	3.1
	"Tennessee"	"47"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	116	6886834	1.7
	"Tennessee"	"47"	"Generalized and unspecified atherosclerosis"	"I70.9"	77	6886834	1.1
	"Tennessee"	"47"	"Dissection of aorta [any part]"	"I71.0"	76	6886834	1.1
	"Tennessee"	"47"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	10	6886834	Unreliable
	"Tennessee"	"47"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	10	6886834	Unreliable
	"Tennessee"	"47"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	49	6886834	0.7
	"Tennessee"	"47"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	26	6886834	0.4
	"Tennessee"	"47"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	14	6886834	Unreliable
	"Tennessee"	"47"	"Aneurysm of unspecified site"	"I72.9"	11	6886834	Unreliable
	"Tennessee"	"47"	"Peripheral vascular disease, unspecified"	"I73.9"	190	6886834	2.8
	"Tennessee"	"47"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	76	6886834	1.1
	"Tennessee"	"47"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	50	6886834	0.7
	"Tennessee"	"47"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	44	6886834	0.6
	"Tennessee"	"47"	"Influenza with pneumonia, virus not identified"	"J11.0"	48	6886834	0.7
	"Tennessee"	"47"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	32	6886834	0.5
	"Tennessee"	"47"	"Other viral pneumonia"	"J12.8"	15	6886834	Unreliable
	"Tennessee"	"47"	"Viral pneumonia, unspecified"	"J12.9"	17	6886834	Unreliable
	"Tennessee"	"47"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	10	6886834	Unreliable
	"Tennessee"	"47"	"Pneumonia due to Pseudomonas"	"J15.1"	14	6886834	Unreliable
	"Tennessee"	"47"	"Pneumonia due to staphylococcus"	"J15.2"	29	6886834	0.4
	"Tennessee"	"47"	"Bacterial pneumonia, unspecified"	"J15.9"	49	6886834	0.7
	"Tennessee"	"47"	"Bronchopneumonia, unspecified"	"J18.0"	13	6886834	Unreliable
	"Tennessee"	"47"	"Lobar pneumonia, unspecified"	"J18.1"	20	6886834	0.3
	"Tennessee"	"47"	"Pneumonia, unspecified"	"J18.9"	1173	6886834	17.0
	"Tennessee"	"47"	"Emphysema, unspecified"	"J43.9"	218	6886834	3.2
	"Tennessee"	"47"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	573	6886834	8.3
	"Tennessee"	"47"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	275	6886834	4.0
	"Tennessee"	"47"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	15	6886834	Unreliable
	"Tennessee"	"47"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	3291	6886834	47.8
	"Tennessee"	"47"	"Asthma, unspecified"	"J45.9"	77	6886834	1.1
	"Tennessee"	"47"	"Bronchiectasis"	"J47"	21	6886834	0.3
	"Tennessee"	"47"	"Coalworker pneumoconiosis"	"J60"	12	6886834	Unreliable
	"Tennessee"	"47"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	10	6886834	Unreliable
	"Tennessee"	"47"	"Pneumonitis due to food and vomit"	"J69.0"	423	6886834	6.1
	"Tennessee"	"47"	"Adult respiratory distress syndrome"	"J80"	39	6886834	0.6
	"Tennessee"	"47"	"Pulmonary oedema"	"J81"	23	6886834	0.3
	"Tennessee"	"47"	"Pulmonary eosinophilia, not elsewhere classified"	"J82"	12	6886834	Unreliable
	"Tennessee"	"47"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	367	6886834	5.3
	"Tennessee"	"47"	"Interstitial pulmonary disease, unspecified"	"J84.9"	119	6886834	1.7
	"Tennessee"	"47"	"Pyothorax without fistula"	"J86.9"	11	6886834	Unreliable
	"Tennessee"	"47"	"Pleural effusion, not elsewhere classified"	"J90"	30	6886834	0.4
	"Tennessee"	"47"	"Pneumothorax, unspecified"	"J93.9"	10	6886834	Unreliable
	"Tennessee"	"47"	"Acute respiratory failure"	"J96.0"	82	6886834	1.2
	"Tennessee"	"47"	"Chronic respiratory failure"	"J96.1"	117	6886834	1.7
	"Tennessee"	"47"	"Respiratory failure, unspecified"	"J96.9"	111	6886834	1.6
	"Tennessee"	"47"	"Other disorders of lung"	"J98.4"	66	6886834	1.0
	"Tennessee"	"47"	"Other specified respiratory disorders"	"J98.8"	14	6886834	Unreliable
	"Tennessee"	"47"	"Respiratory disorder, unspecified"	"J98.9"	10	6886834	Unreliable
	"Tennessee"	"47"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	14	6886834	Unreliable
	"Tennessee"	"47"	"Oesophageal obstruction"	"K22.2"	10	6886834	Unreliable
	"Tennessee"	"47"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	15	6886834	Unreliable
	"Tennessee"	"47"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	18	6886834	Unreliable
	"Tennessee"	"47"	"Duodenal ulcer, chronic or unspecified with haemorrhage"	"K26.4"	22	6886834	0.3
	"Tennessee"	"47"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	20	6886834	0.3
	"Tennessee"	"47"	"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage"	"K27.4"	13	6886834	Unreliable
	"Tennessee"	"47"	"Peptic ulcer, site unspecified, chronic or unspecified with perforation"	"K27.5"	10	6886834	Unreliable
	"Tennessee"	"47"	"Other specified diseases of stomach and duodenum"	"K31.8"	12	6886834	Unreliable
	"Tennessee"	"47"	"Ventral hernia with obstruction, without gangrene"	"K43.0"	11	6886834	Unreliable
	"Tennessee"	"47"	"Unspecified abdominal hernia with obstruction, without gangrene"	"K46.0"	11	6886834	Unreliable
	"Tennessee"	"47"	"Crohn disease, unspecified"	"K50.9"	23	6886834	0.3
	"Tennessee"	"47"	"Ulcerative colitis, unspecified"	"K51.9"	11	6886834	Unreliable
	"Tennessee"	"47"	"Acute vascular disorders of intestine"	"K55.0"	24	6886834	0.3
	"Tennessee"	"47"	"Vascular disorder of intestine, unspecified"	"K55.9"	161	6886834	2.3
	"Tennessee"	"47"	"Volvulus"	"K56.2"	15	6886834	Unreliable
	"Tennessee"	"47"	"Intestinal adhesions [bands] with obstruction"	"K56.5"	10	6886834	Unreliable
	"Tennessee"	"47"	"Other and unspecified intestinal obstruction"	"K56.6"	131	6886834	1.9
	"Tennessee"	"47"	"Ileus, unspecified"	"K56.7"	12	6886834	Unreliable
	"Tennessee"	"47"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	28	6886834	0.4
	"Tennessee"	"47"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	22	6886834	0.3
	"Tennessee"	"47"	"Perforation of intestine (nontraumatic)"	"K63.1"	81	6886834	1.2
	"Tennessee"	"47"	"Disease of intestine, unspecified"	"K63.9"	10	6886834	Unreliable
	"Tennessee"	"47"	"Acute peritonitis"	"K65.0"	30	6886834	0.4
	"Tennessee"	"47"	"Peritonitis, unspecified"	"K65.9"	25	6886834	0.4
	"Tennessee"	"47"	"Alcoholic fatty liver"	"K70.0"	19	6886834	Unreliable
	"Tennessee"	"47"	"Alcoholic hepatitis"	"K70.1"	58	6886834	0.8
	"Tennessee"	"47"	"Alcoholic cirrhosis of liver"	"K70.3"	598	6886834	8.7
	"Tennessee"	"47"	"Alcoholic hepatic failure"	"K70.4"	55	6886834	0.8
	"Tennessee"	"47"	"Alcoholic liver disease, unspecified"	"K70.9"	47	6886834	0.7
	"Tennessee"	"47"	"Acute and subacute hepatic failure"	"K72.0"	16	6886834	Unreliable
	"Tennessee"	"47"	"Hepatic failure, unspecified"	"K72.9"	76	6886834	1.1
	"Tennessee"	"47"	"Other and unspecified cirrhosis of liver"	"K74.6"	539	6886834	7.8
	"Tennessee"	"47"	"Autoimmune hepatitis"	"K75.4"	14	6886834	Unreliable
	"Tennessee"	"47"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	195	6886834	2.8
	"Tennessee"	"47"	"Hepatorenal syndrome"	"K76.7"	16	6886834	Unreliable
	"Tennessee"	"47"	"Liver disease, unspecified"	"K76.9"	83	6886834	1.2
	"Tennessee"	"47"	"Calculus of gallbladder without cholecystitis"	"K80.2"	12	6886834	Unreliable
	"Tennessee"	"47"	"Acute cholecystitis"	"K81.0"	36	6886834	0.5
	"Tennessee"	"47"	"Cholecystitis, unspecified"	"K81.9"	22	6886834	0.3
	"Tennessee"	"47"	"Cholangitis"	"K83.0"	21	6886834	0.3
	"Tennessee"	"47"	"Alcohol-induced acute pancreatitis"	"K85.2"	19	6886834	Unreliable
	"Tennessee"	"47"	"Acute pancreatitis, unspecified"	"K85.9"	63	6886834	0.9
	"Tennessee"	"47"	"Other chronic pancreatitis"	"K86.1"	12	6886834	Unreliable
	"Tennessee"	"47"	"Disease of pancreas, unspecified"	"K86.9"	14	6886834	Unreliable
	"Tennessee"	"47"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	308	6886834	4.5
	"Tennessee"	"47"	"Cellulitis of other parts of limb"	"L03.1"	20	6886834	0.3
	"Tennessee"	"47"	"Cellulitis, unspecified"	"L03.9"	30	6886834	0.4
	"Tennessee"	"47"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	28	6886834	0.4
	"Tennessee"	"47"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	25	6886834	0.4
	"Tennessee"	"47"	"Rheumatoid arthritis, unspecified"	"M06.9"	49	6886834	0.7
	"Tennessee"	"47"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	26	6886834	0.4
	"Tennessee"	"47"	"Osteomyelitis of vertebra"	"M46.2"	12	6886834	Unreliable
	"Tennessee"	"47"	"Other specified disorders of muscle"	"M62.8"	27	6886834	0.4
	"Tennessee"	"47"	"Necrotizing fasciitis"	"M72.6"	24	6886834	0.3
	"Tennessee"	"47"	"Osteomyelitis, unspecified"	"M86.9"	56	6886834	0.8
	"Tennessee"	"47"	"Acute nephritic syndrome, unspecified"	"N00.9"	13	6886834	Unreliable
	"Tennessee"	"47"	"Acute tubulo-interstitial nephritis"	"N10"	12	6886834	Unreliable
	"Tennessee"	"47"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	18	6886834	Unreliable
	"Tennessee"	"47"	"Acute renal failure, unspecified"	"N17.9"	182	6886834	2.6
	"Tennessee"	"47"	"Chronic kidney disease, stage 3"	"N18.3"	15	6886834	Unreliable
	"Tennessee"	"47"	"Chronic kidney disease, stage 4"	"N18.4"	29	6886834	0.4
	"Tennessee"	"47"	"Chronic kidney disease, stage 5"	"N18.5"	491	6886834	7.1
	"Tennessee"	"47"	"Chronic renal failure, unspecified"	"N18.9"	175	6886834	2.5
	"Tennessee"	"47"	"Unspecified renal failure"	"N19"	129	6886834	1.9
	"Tennessee"	"47"	"Calculus of kidney"	"N20.0"	17	6886834	Unreliable
	"Tennessee"	"47"	"Other specified disorders of kidney and ureter"	"N28.8"	146	6886834	2.1
	"Tennessee"	"47"	"Disorder of kidney and ureter, unspecified"	"N28.9"	22	6886834	0.3
	"Tennessee"	"47"	"Urinary tract infection, site not specified"	"N39.0"	331	6886834	4.8
	"Tennessee"	"47"	"Other specified pregnancy-related conditions"	"O26.8"	10	6886834	Unreliable
	"Tennessee"	"47"	"Newborn affected by premature rupture of membranes"	"P01.1"	12	6886834	Unreliable
	"Tennessee"	"47"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	10	6886834	Unreliable
	"Tennessee"	"47"	"Extreme immaturity"	"P07.2"	56	6886834	0.8
	"Tennessee"	"47"	"Other preterm infants"	"P07.3"	17	6886834	Unreliable
	"Tennessee"	"47"	"Primary atelectasis of newborn"	"P28.0"	18	6886834	Unreliable
	"Tennessee"	"47"	"Necrotizing enterocolitis of newborn"	"P77"	10	6886834	Unreliable
	"Tennessee"	"47"	"Congenital malformation of heart, unspecified"	"Q24.9"	15	6886834	Unreliable
	"Tennessee"	"47"	"Polycystic kidney, unspecified"	"Q61.3"	19	6886834	Unreliable
	"Tennessee"	"47"	"Down syndrome, unspecified"	"Q90.9"	23	6886834	0.3
	"Tennessee"	"47"	"Edwards syndrome, unspecified"	"Q91.3"	12	6886834	Unreliable
	"Tennessee"	"47"	"Dyspnoea"	"R06.0"	60	6886834	0.9
	"Tennessee"	"47"	"Asphyxia"	"R09.0"	14	6886834	Unreliable
	"Tennessee"	"47"	"Respiratory arrest"	"R09.2"	54	6886834	0.8
	"Tennessee"	"47"	"Other specified symptoms and signs involving the digestive system and abdomen"	"R19.8"	10	6886834	Unreliable
	"Tennessee"	"47"	"Malaise and fatigue"	"R53"	29	6886834	0.4
	"Tennessee"	"47"	"Senility"	"R54"	40	6886834	0.6
	"Tennessee"	"47"	"Other and unspecified convulsions"	"R56.8"	32	6886834	0.5
	"Tennessee"	"47"	"Cardiogenic shock"	"R57.0"	22	6886834	0.3
	"Tennessee"	"47"	"Shock, unspecified"	"R57.9"	31	6886834	0.5
	"Tennessee"	"47"	"Haemorrhage, not elsewhere classified"	"R58"	27	6886834	0.4
	"Tennessee"	"47"	"Other lack of expected normal physiological development"	"R62.8"	40	6886834	0.6
	"Tennessee"	"47"	"Other specified general symptoms and signs"	"R68.8"	23	6886834	0.3
	"Tennessee"	"47"	"Abnormal findings on diagnostic imaging of lung"	"R91"	12	6886834	Unreliable
	"Tennessee"	"47"	"Sudden infant death syndrome - SIDS"	"R95"	29	6886834	0.4
